referral_id|taxonomy_to_find|to_feed_to_algo|recommended_cluster_labels|correct_labels|cluster_order|recommendation_time
68593917|RM-6500.1500 * YF-5000.0500|['RM-6500.5000', 'RP-1500.1400-250', 'RP-1500.1400-250', 'RP-1500.1400-250', 'RP-1400.2500', 'RP-1400.2500 * YZ-5000', 'PN-8100.5000', 'LN-3000', 'RM-6500.1500', 'RM-6500.1500', 'TJ-3000.8000']|[(137,), (31,), (115,), (49,), (None,)]|False|-1|0:00:00.124218
72432706|BH-1800.1500-100|['BH-1800.1500-100', 'BH-1800.8500 * YS-2000.9500']|[(67,), (164,), (130,), (153,), (None,)]|True|0|0:00:00.214094
79815633|NS-1800.8000-820|['NL-1000.6350-650']|[(153,), (142,), (67,), (None,), (10,)]|True|0|0:00:00.115137
73559856|NS-1900 * YF-3000.2193|['NT-8900 * YF-3000.2193']|[]|False|-1|0:00:00.014947
82060295|TJ-3200.2500-200 * YZ-3350|['NS-8000.6500']|[(117,), (8,), (142,), (126,), (None,)]|False|-1|0:00:00.122157
64407017|LH-0650.0700 * YF-6500|['LT-2800', 'LT-2800', 'LT-2800', 'LT-2800']|[(137,), (195,), (49,), (None,), (9,)]|True|2|0:00:00.097764
67935952|TJ-3000.8000 * YZ-8400|['RX-1700 * YS-5000.5000']|[(43,), (96,), (None,), (67,), (137,)]|False|-1|0:00:00.055117
76768692|BD-5000.1470|['BD-1800.2000', 'BD-1800.2000']|[(10,), (37,), (None,), (67,), (137,)]|True|1|0:00:00.219370
81139189|BD-1800.2250|['PH-2950.3200', 'PH-2950.1500', 'BD-1800.2000', 'BD-1800.2000', 'NT-8900']|[(10,), (37,), (None,), (67,), (137,)]|True|1|0:00:00.224630
81404449|PH-2950.3200 * YB-9500.1500|['BV-8900', 'BM-6500.1500-920']|[(67,), (40,), (44,), (None,), (153,)]|False|-1|0:00:00.279225
69908455|RP-1400.2500|['LV-1600.2400 * YC-7850', 'LV-1600.2400', 'LH-5100 * YF-3000.2400', 'ND-1500', 'ND-1500']|[(153,), (80,), (136,), (135,), (67,)]|True|4|0:00:00.087208
74270672|NL-1000.2600|['NL-1000.6200', 'BV-8900', 'NT-8900 * YF-3000.2193']|[(67,), (110,), (142,), (40,), (None,)]|True|2|0:00:00.334413
77876373|PH-8000|['BH-1800.8500 * YK-2000']|[(67,), (40,), (164,), (None,), (153,)]|True|0|0:00:00.269110
68154116|FT-1010.1700-600|['TJ-3200.2500-200 * YZ-1930']|[]|False|-1|0:00:00.014753
76308322|BD-2400.5000 * YF-3000.2193|['PH-2360.2400']|[(37,), (30,), (31,), (10,), (None,)]|False|-1|0:00:00.224617
82608348|BD-2400.2590|['BD-2400.2590', 'BD-2400.2590', 'BV-8900', 'BV-8900', 'BD-1800.2000 * YB-8000', 'NT-8900 * YF-3000.2193']|[(67,), (10,), (37,), (137,), (None,)]|True|2|0:00:00.451418
81596520|BM-6500.1550|['TN-1700 * YF-3000.3035', 'TD-1200.6600-600', 'LF-4900.1200', 'FV-1400', 'PL-7400.1500 * YB-9500', 'BD-1800.2000', 'BD-1800.2000', 'TC-5500.6000 * YQ-1980']|[(10,), (37,), (182,), (None,), (67,)]|False|-1|0:00:00.281728
65302130|BM-3000.2000|['BM-3000.2000', 'NL-1000.6350-650 * TD-0300.1200']|[(49,), (145,), (13,), (66,), (None,)]|True|2|0:00:00.078552
79422034|RP-1500.1400-250|['RP-1400.2500', 'RP-1400.2500 * YC-7850']|[(137,), (37,), (31,), (49,), (None,)]|False|-1|0:00:00.301549
